id,date,employee,action,frame_0,frame_50,frame_150,frame_250,bbox_0,bbox_1,bbox_2,bbox_3,average_persons_cnt,door_state_before,door_state_after,frame_0_door,frame_50_door,frame_150_door,frame_250_door
1266,2022-05-24 08:14:22,2,19.0,actions\action_1266_0.jpg,actions\action_1266_50.jpg,actions\action_1266_150.jpg,actions\action_1265_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[1458.226806640625, 1005.7843627929688, 1631.22119140625, 1590.01416015625]","[1190.75634765625, 850.2687377929688, 1370.528076171875, 1358.58154296875]",0.5,0,0,0,0,0,0
1267,2022-05-24 08:14:31,2,2.0,actions\action_1267_0.jpg,actions\action_1267_50.jpg,actions\action_1267_150.jpg,actions\action_1266_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,0,0
1268,2022-05-24 08:16:26,2,12.0,actions\action_1268_0.jpg,actions\action_1268_50.jpg,actions\action_1268_150.jpg,actions\action_1267_250.jpg,"[1248.3529052734375, 776.0867919921875, 1379.7196044921875, 1245.7991943359375]","[1494.00146484375, 682.9580078125, 1596.446044921875, 1004.9302978515625]","[1536.6015625, 531.0400390625, 1608.9296875, 779.9212646484375]","[1323.568359375, 757.3236083984375, 1453.0576171875, 1194.8841552734375]",1.0,0,0,0,0,0,0
1269,2022-05-24 08:16:36,2,3.0,actions\action_1269_0.jpg,actions\action_1269_50.jpg,actions\action_1269_150.jpg,actions\action_1269_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,0,0
1270,2022-05-24 08:18:13,2,13.0,actions\action_1270_0.jpg,actions\action_1270_50.jpg,actions\action_1270_150.jpg,nan,"[-1, -1, -1, -1]","[1539.2666015625, 545.0599975585938, 1607.947998046875, 765.2217407226562]","[1649.7960205078125, 498.46746826171875, 1697.8643798828125, 675.9883422851562]","[-1, -1, -1, -1]",0.5,0,0,0,0,0,-1
1271,2022-05-24 08:18:24,2,4.0,actions\action_1271_0.jpg,actions\action_1271_50.jpg,actions\action_1271_150.jpg,actions\action_1270_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,0,0
1272,2022-05-24 08:23:56,10,15.0,actions\action_1272_0.jpg,actions\action_1272_50.jpg,,actions\action_1271_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,-1,0
1273,2022-05-24 08:23:59,10,4.0,actions\action_1273_0.jpg,actions\action_1273_50.jpg,actions\action_1273_150.jpg,actions\action_1272_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,0,0
1274,2022-05-24 08:44:34,10,14.0,,,,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,-1,-1,-1,-1,-1,-1
1275,2022-05-24 08:44:35,10,5.0,actions\action_1275_0.jpg,actions\action_1275_50.jpg,actions\action_1275_150.jpg,actions\action_1273_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,0,0
1276,2022-05-24 08:50:40,6,15.0,actions\action_1276_0.jpg,actions\action_1276_50.jpg,actions\action_1276_150.jpg,actions\action_1276_250.jpg,"[1700.9185791015625, 471.1247863769531, 1743.5726318359375, 592.88623046875]","[-1, -1, -1, -1]","[1636.4415283203125, 484.7577819824219, 1678.7156982421875, 618.6320190429688]","[-1, -1, -1, -1]",0.5,0,0,0,0,0,0
1277,2022-05-24 08:51:07,6,4.0,,,,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,-1,-1,-1,-1,-1,-1
1278,2022-05-24 08:51:08,4,15.0,actions\action_1278_0.jpg,actions\action_1278_50.jpg,,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,-1,-1
1279,2022-05-24 08:51:10,4,4.0,actions\action_1279_0.jpg,actions\action_1279_50.jpg,actions\action_1279_150.jpg,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,0,-1
1280,2022-05-24 08:51:21,6,14.0,actions\action_1280_0.jpg,actions\action_1280_50.jpg,,actions\action_1278_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,-1,0
1281,2022-05-24 08:51:23,6,5.0,actions\action_1281_0.jpg,actions\action_1281_50.jpg,actions\action_1281_150.jpg,actions\action_1280_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,0,0
1282,2022-05-24 08:51:48,4,14.0,actions\action_1282_0.jpg,actions\action_1282_50.jpg,actions\action_1282_150.jpg,actions\action_1282_250.jpg,"[-1, -1, -1, -1]","[1668.1829833984375, 457.1807861328125, 1717.2069091796875, 618.8331298828125]","[1635.759765625, 482.5660400390625, 1695.579345703125, 708.97607421875]","[1574.5299072265625, 558.275390625, 1659.6234130859375, 896.1160888671875]",0.75,0,0,0,0,0,0
1283,2022-05-24 08:52:02,4,2.0,actions\action_1283_0.jpg,actions\action_1283_50.jpg,actions\action_1283_150.jpg,nan,"[1159.917236328125, 684.3552856445312, 1266.992431640625, 1250.77490234375]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.25,0,0,0,0,0,-1
1284,2022-05-24 08:54:10,4,12.0,actions\action_1284_0.jpg,actions\action_1284_50.jpg,,actions\action_1283_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,-1,0
1285,2022-05-24 08:54:11,4,2.0,actions\action_1285_0.jpg,actions\action_1285_50.jpg,actions\action_1285_150.jpg,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,0,-1
1286,2022-05-24 08:56:18,4,12.0,actions\action_1286_0.jpg,actions\action_1286_50.jpg,,actions\action_1284_250.jpg,"[-1, -1, -1, -1]","[1339.6746826171875, 630.1400146484375, 1436.7725830078125, 972.4620361328125]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.25,0,0,0,0,-1,0
1287,2022-05-24 08:56:20,3,12.0,actions\action_1287_0.jpg,actions\action_1287_50.jpg,actions\action_1287_150.jpg,actions\action_1287_250.jpg,"[1365.191162109375, 628.755126953125, 1504.45947265625, 1147.385498046875]","[1599.8887939453125, 610.7096557617188, 1699.4705810546875, 975.9411010742188]","[1657.523193359375, 517.30517578125, 1714.525390625, 726.9739990234375]","[1634.6781005859375, 461.5589599609375, 1697.1214599609375, 649.39501953125]",1.5,0,0,0,0,0,0
1288,2022-05-24 08:56:34,3,5.0,actions\action_1288_0.jpg,actions\action_1288_50.jpg,,nan,"[1635.4976806640625, 443.8166198730469, 1682.0057373046875, 585.18798828125]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.25,0,0,0,0,-1,-1
1289,2022-05-24 08:56:36,4,4.0,actions\action_1289_0.jpg,actions\action_1289_50.jpg,actions\action_1289_150.jpg,actions\action_1288_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,0,0
1290,2022-05-24 08:56:56,4,14.0,actions\action_1290_0.jpg,actions\action_1290_50.jpg,,actions\action_1289_250.jpg,"[1680.156005859375, 450.3938293457031, 1726.740478515625, 591.9217529296875]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[1686.8170166015625, 444.77935791015625, 1741.5518798828125, 589.7971801757812]",0.5,0,0,0,0,-1,0
1291,2022-05-24 08:56:59,4,5.0,actions\action_1291_0.jpg,actions\action_1291_50.jpg,actions\action_1291_150.jpg,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,0,-1
1292,2022-05-24 09:03:19,5,15.0,actions\action_1292_0.jpg,actions\action_1292_50.jpg,,actions\action_1291_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,-1,0
1293,2022-05-24 09:03:23,5,4.0,,,,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,-1,-1,-1,-1,-1,-1
1294,2022-05-24 09:03:23,3,15.0,actions\action_1294_0.jpg,actions\action_1294_50.jpg,actions\action_1294_150.jpg,actions\action_1294_250.jpg,"[1688.4178466796875, 466.2938232421875, 1739.5047607421875, 606.451416015625]","[1666.4925537109375, 489.7044677734375, 1712.7545166015625, 633.113525390625]","[1601.9810791015625, 547.8267211914062, 1678.4276123046875, 778.6000366210938]","[1209.16552734375, 715.4260864257812, 1411.4248046875, 1167.989013671875]",1.0,0,0,0,0,0,0
1295,2022-05-24 09:03:35,3,2.0,actions\action_1295_0.jpg,actions\action_1295_50.jpg,actions\action_1295_150.jpg,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,0,-1
1296,2022-05-24 09:16:40,1,14.0,actions\action_1296_0.jpg,actions\action_1296_50.jpg,actions\action_1296_150.jpg,actions\action_1295_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,0,0
1297,2022-05-24 09:16:51,1,3.0,actions\action_1297_0.jpg,actions\action_1297_50.jpg,,actions\action_1296_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,-1,0
1298,2022-05-24 09:17:04,1,13.0,actions\action_1298_0.jpg,actions\action_1298_50.jpg,actions\action_1298_150.jpg,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,0,-1
1299,2022-05-24 09:17:15,1,4.0,actions\action_1299_0.jpg,actions\action_1299_50.jpg,,actions\action_1298_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,-1,0
1300,2022-05-24 09:21:28,5,14.0,actions\action_1300_0.jpg,actions\action_1300_50.jpg,actions\action_1300_150.jpg,actions\action_1300_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[1670.951904296875, 456.78314208984375, 1718.728271484375, 618.9130249023438]","[1634.79052734375, 487.1441345214844, 1708.62841796875, 717.474853515625]",0.5,0,0,0,0,0,0
1301,2022-05-24 09:21:46,5,2.0,actions\action_1301_0.jpg,actions\action_1301_50.jpg,actions\action_1301_150.jpg,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[1709.9150390625, 464.0084228515625, 1758.385009765625, 606.3929443359375]","[-1, -1, -1, -1]",0.25,0,0,0,0,0,-1
1302,2022-05-24 09:23:20,10,15.0,actions\action_1302_0.jpg,actions\action_1302_50.jpg,,nan,"[1686.587158203125, 464.1971435546875, 1733.5458984375, 602.3704833984375]","[1691.8516845703125, 470.67724609375, 1742.5069580078125, 603.61083984375]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.5,0,0,0,0,-1,-1
1303,2022-05-24 09:23:24,10,15.0,actions\action_1303_0.jpg,actions\action_1303_50.jpg,actions\action_1303_150.jpg,actions\action_1302_250.jpg,"[1691.721923828125, 469.431640625, 1745.064697265625, 603.6278076171875]","[1685.604248046875, 442.3951721191406, 1738.8408203125, 607.1693115234375]","[1661.3580322265625, 452.12890625, 1701.2530517578125, 594.1597900390625]","[1677.0894775390625, 446.80462646484375, 1732.0318603515625, 602.5597534179688]",1.25,0,0,0,0,0,0
1304,2022-05-24 09:23:33,5,12.0,actions\action_1304_0.jpg,actions\action_1304_50.jpg,actions\action_1304_150.jpg,actions\action_1303_250.jpg,"[1255.51513671875, 652.2537841796875, 1401.8798828125, 1197.9884033203125]","[1508.1944580078125, 619.618408203125, 1632.4957275390625, 1034.7525634765625]","[1670.704345703125, 446.3958435058594, 1723.7080078125, 597.5037841796875]","[1325.6029052734375, 643.1641845703125, 1478.3294677734375, 1183.1253662109375]",1.75,0,0,0,0,0,0
1305,2022-05-24 09:23:39,5,2.0,actions\action_1305_0.jpg,actions\action_1305_50.jpg,,actions\action_1304_250.jpg,"[1670.647705078125, 444.3570556640625, 1722.759521484375, 593.9552001953125]","[1670.24267578125, 449.5732727050781, 1723.182373046875, 592.2931518554688]","[-1, -1, -1, -1]","[1671.5849609375, 451.9295654296875, 1723.993408203125, 590.80859375]",0.75,0,0,0,0,-1,0
1306,2022-05-24 09:23:44,10,15.0,,,,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,-1,-1,-1,-1,-1,-1
1307,2022-05-24 09:23:45,10,15.0,actions\action_1307_0.jpg,actions\action_1307_50.jpg,actions\action_1307_150.jpg,actions\action_1307_250.jpg,"[1673.59716796875, 450.51336669921875, 1742.862548828125, 606.5957641601562]","[1688.681396484375, 464.7986755371094, 1753.696533203125, 633.1932983398438]","[1647.2579345703125, 464.57489013671875, 1728.2896728515625, 686.3903198242188]","[1631.42431640625, 497.02618408203125, 1724.35986328125, 815.2717895507812]",1.75,0,0,0,0,0,0
1308,2022-05-24 09:24:13,10,2.0,actions\action_1308_0.jpg,actions\action_1308_50.jpg,,nan,"[1271.769287109375, 680.2705078125, 1412.43115234375, 1196.1968994140625]","[1162.3404541015625, 690.52880859375, 1291.7474365234375, 1223.9814453125]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",1.25,0,0,0,0,-1,-1
1309,2022-05-24 09:24:16,10,2.0,actions\action_1309_0.jpg,actions\action_1309_50.jpg,,nan,"[1305.300537109375, 716.1640625, 1464.429443359375, 1182.3551025390625]","[1174.6201171875, 732.3237915039062, 1313.2939453125, 1208.15966796875]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.75,0,0,0,0,-1,-1
1310,2022-05-24 09:24:18,10,2.0,actions\action_1310_0.jpg,actions\action_1310_50.jpg,actions\action_1308_150.jpg,nan,"[1160.358154296875, 766.702392578125, 1293.166015625, 1209.24267578125]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.25,0,0,0,0,0,-1
1311,2022-05-24 09:24:20,10,2.0,actions\action_1311_0.jpg,actions\action_1311_50.jpg,actions\action_1310_150.jpg,actions\action_1308_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[1168.0, 692.6611938476562, 1285.35693359375, 1195.943603515625]","[-1, -1, -1, -1]",0.25,0,0,0,0,0,0
1312,2022-05-24 09:24:25,5,12.0,actions\action_1312_0.jpg,actions\action_1312_50.jpg,actions\action_1312_150.jpg,actions\action_1312_250.jpg,"[1330.5794677734375, 667.1046752929688, 1461.8521728515625, 1178.257080078125]","[1457.948974609375, 603.7898559570312, 1582.0400390625, 1008.2697143554688]","[1637.79931640625, 563.4031982421875, 1745.08349609375, 917.3603515625]","[1281.966796875, 662.927734375, 1403.993408203125, 1189.62646484375]",1.0,0,0,0,0,0,0
1313,2022-05-24 09:24:37,5,2.0,actions\action_1313_0.jpg,actions\action_1313_50.jpg,actions\action_1313_150.jpg,actions\action_1313_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,0,0,0,0,0
1314,2022-05-24 09:28:53,5,12.0,actions\action_1314_0.jpg,actions\action_1314_50.jpg,actions\action_1314_150.jpg,actions\action_1314_250.jpg,"[1386.8587646484375, 609.2615966796875, 1514.1658935546875, 1073.6396484375]","[1511.83056640625, 600.179931640625, 1615.66748046875, 890.8177490234375]","[1608.634033203125, 498.81561279296875, 1678.905517578125, 716.9796752929688]","[1647.2159423828125, 454.032958984375, 1693.6810302734375, 636.4136962890625]",1.0,0,0,0,0,0,0
1315,2022-05-24 09:29:09,5,4.0,actions\action_1315_0.jpg,actions\action_1315_50.jpg,actions\action_1315_150.jpg,actions\action_1315_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,0,1,0,0,0,1
1316,2022-05-24 09:32:29,6,15.0,actions\action_1316_0.jpg,actions\action_1316_50.jpg,,nan,"[1686.2677001953125, 472.18218994140625, 1733.4459228515625, 584.8442993164062]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.25,1,1,1,1,-1,-1
1317,2022-05-24 09:32:32,6,4.0,actions\action_1317_0.jpg,actions\action_1317_50.jpg,actions\action_1316_150.jpg,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,-1
1318,2022-05-24 09:32:36,6,14.0,actions\action_1318_0.jpg,actions\action_1318_50.jpg,actions\action_1317_150.jpg,actions\action_1316_250.jpg,"[-1, -1, -1, -1]","[1698.9154052734375, 471.8009033203125, 1734.4132080078125, 589.0830078125]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.25,1,1,1,1,1,1
1319,2022-05-24 09:32:40,6,5.0,actions\action_1319_0.jpg,actions\action_1319_50.jpg,actions\action_1318_150.jpg,actions\action_1317_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,1
1320,2022-05-24 09:32:46,6,15.0,,,actions\action_1319_150.jpg,actions\action_1319_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,-1,1,-1,-1,1,1
1321,2022-05-24 09:34:59,6,5.0,,,,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,-1,-1,-1,-1,-1,-1
1322,2022-05-24 09:34:59,5,14.0,actions\action_1322_0.jpg,actions\action_1322_50.jpg,,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,-1,-1
1323,2022-05-24 09:35:04,5,5.0,actions\action_1323_0.jpg,actions\action_1323_50.jpg,actions\action_1323_150.jpg,actions\action_1322_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,1
1324,2022-05-24 09:41:29,5,15.0,actions\action_1324_0.jpg,actions\action_1324_50.jpg,,actions\action_1323_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,-1,1
1325,2022-05-24 09:41:33,5,4.0,actions\action_1325_0.jpg,actions\action_1325_50.jpg,actions\action_1325_150.jpg,actions\action_1324_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,1
1326,2022-05-24 09:49:46,2,14.0,actions\action_1326_0.jpg,actions\action_1326_50.jpg,,actions\action_1325_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,-1,1
1327,2022-05-24 09:49:49,2,5.0,actions\action_1327_0.jpg,actions\action_1327_50.jpg,actions\action_1327_150.jpg,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,-1
1328,2022-05-24 09:52:15,6,15.0,actions\action_1328_0.jpg,actions\action_1328_50.jpg,actions\action_1328_150.jpg,actions\action_1328_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,1
1329,2022-05-24 09:52:29,3,12.0,actions\action_1329_0.jpg,actions\action_1329_50.jpg,actions\action_1329_150.jpg,nan,"[1244.2105712890625, 686.7523193359375, 1346.4774169921875, 1183.9761962890625]","[1158.5533447265625, 684.3587036132812, 1359.9720458984375, 1180.0302734375]","[1537.1280517578125, 572.1427001953125, 1631.9495849609375, 842.939697265625]","[-1, -1, -1, -1]",0.75,0,1,0,1,1,-1
1330,2022-05-24 09:52:35,6,5.0,,,,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,-1,-1,-1,-1,-1,-1
1331,2022-05-24 09:52:35,5,14.0,actions\action_1331_0.jpg,actions\action_1331_50.jpg,,nan,"[1596.008544921875, 460.1961669921875, 1681.10888671875, 776.961669921875]","[1642.509765625, 508.3617248535156, 1706.998291015625, 711.5007934570312]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.5,1,1,1,1,-1,-1
1332,2022-05-24 09:52:39,5,5.0,actions\action_1332_0.jpg,actions\action_1332_50.jpg,actions\action_1331_150.jpg,actions\action_1329_250.jpg,"[1656.3515625, 509.069091796875, 1715.798828125, 702.7744140625]","[1672.3397216796875, 482.1080322265625, 1725.4925537109375, 649.1865234375]","[1683.412109375, 465.7716979980469, 1736.861083984375, 620.8905029296875]","[1658.953857421875, 497.9421691894531, 1716.855712890625, 696.2992553710938]",1.0,1,1,1,1,1,1
1333,2022-05-24 09:52:44,3,5.0,actions\action_1333_0.jpg,actions\action_1333_50.jpg,actions\action_1333_150.jpg,actions\action_1332_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,1
1334,2022-05-24 09:54:22,2,15.0,actions\action_1334_0.jpg,actions\action_1334_50.jpg,,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,-1,-1
1335,2022-05-24 09:54:25,2,4.0,actions\action_1335_0.jpg,actions\action_1335_50.jpg,actions\action_1335_150.jpg,actions\action_1334_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,1
1336,2022-05-24 09:55:36,5,15.0,actions\action_1336_0.jpg,actions\action_1336_50.jpg,,actions\action_1335_250.jpg,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,-1,1
1337,2022-05-24 09:55:40,5,4.0,actions\action_1337_0.jpg,actions\action_1337_50.jpg,actions\action_1337_150.jpg,nan,"[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]","[-1, -1, -1, -1]",0.0,1,1,1,1,1,-1
1338,2022-05-24 09:55:47,3,15.0,actions\action_1338_0.jpg,actions\action_1338_50.jpg,actions\action_1338_150.jpg,actions\action_1337_250.jpg,"[1677.2518310546875, 458.22308349609375, 1727.9434814453125, 606.9303588867188]","[1653.1700439453125, 472.7081298828125, 1699.3536376953125, 638.9158935546875]","[-1, -1, -1, -1]","[1636.8460693359375, 485.4340515136719, 1689.4593505859375, 659.94140625]",0.75,1,1,1,1,1,1
